"NAME" "Week" "Year" "SumWeek"
"199" "Florida" 43 2004 64
"200" "Florida" 44 2004 131
"201" "Florida" 45 2004 182
"202" "Florida" 46 2004 130
"203" "Florida" 47 2004 143
"204" "Florida" 48 2004 65
"205" "Florida" 49 2004 89
"206" "Florida" 50 2004 189
"207" "Florida" 51 2004 232
"208" "Florida" 52 2004 142
"209" "Florida" 1 2005 154
"210" "Florida" 2 2005 189
"211" "Florida" 3 2005 207
"212" "Florida" 4 2005 373
"213" "Florida" 5 2005 198
"214" "Florida" 6 2005 341
"215" "Florida" 7 2005 462
"216" "Florida" 8 2005 285
"217" "Florida" 9 2005 134
"218" "Florida" 10 2005 286
"219" "Florida" 11 2005 128
"220" "Florida" 12 2005 118
"221" "Florida" 13 2005 160
"222" "Florida" 14 2005 237
"223" "Florida" 15 2005 131
"224" "Florida" 16 2005 213
"225" "Florida" 17 2005 146
"226" "Florida" 18 2005 126
"227" "Florida" 19 2005 109
"228" "Florida" 20 2005 159
"229" "Florida" 21 2005 85
"230" "Florida" 22 2005 24
"231" "Florida" 23 2005 31
"232" "Florida" 24 2005 22
"233" "Florida" 25 2005 58
"234" "Florida" 26 2005 26
"235" "Florida" 27 2005 33
"236" "Florida" 28 2005 19
"237" "Florida" 29 2005 91
"238" "Florida" 30 2005 126
"239" "Florida" 31 2005 47
"240" "Florida" 32 2005 46
"241" "Florida" 33 2005 104
"242" "Florida" 34 2005 111
"243" "Florida" 35 2005 25
"244" "Florida" 36 2005 28
"245" "Florida" 37 2005 118
"246" "Florida" 38 2005 84
"247" "Florida" 39 2005 66
"248" "Florida" 40 2005 34
"249" "Florida" 41 2005 53
"250" "Florida" 42 2005 140
"251" "Florida" 43 2005 70
"252" "Florida" 44 2005 80
"253" "Florida" 45 2005 219
"254" "Florida" 46 2005 167
"255" "Florida" 47 2005 133
"256" "Florida" 48 2005 145
"257" "Florida" 49 2005 130
"258" "Florida" 50 2005 211
"259" "Florida" 51 2005 90
"260" "Florida" 52 2005 304
"261" "Florida" 1 2006 242
"262" "Florida" 2 2006 325
"263" "Florida" 3 2006 291
"264" "Florida" 4 2006 445
"265" "Florida" 5 2006 244
"266" "Florida" 6 2006 424
"267" "Florida" 7 2006 485
"268" "Florida" 8 2006 390
"269" "Florida" 9 2006 667
"270" "Florida" 10 2006 501
"271" "Florida" 11 2006 332
"272" "Florida" 12 2006 202
"273" "Florida" 13 2006 298
"274" "Florida" 14 2006 176
"275" "Florida" 15 2006 89
"276" "Florida" 16 2006 79
"277" "Florida" 17 2006 111
"278" "Florida" 18 2006 195
"279" "Florida" 19 2006 263
"280" "Florida" 20 2006 202
"281" "Florida" 21 2006 41
"282" "Florida" 22 2006 135
"283" "Florida" 23 2006 154
"284" "Florida" 24 2006 67
"285" "Florida" 25 2006 156
"286" "Florida" 26 2006 42
"287" "Florida" 27 2006 48
"288" "Florida" 28 2006 82
"289" "Florida" 29 2006 67
"290" "Florida" 30 2006 89
"291" "Florida" 31 2006 78
"292" "Florida" 32 2006 155
"293" "Florida" 33 2006 102
"294" "Florida" 34 2006 31
"295" "Florida" 35 2006 35
"296" "Florida" 36 2006 46
"297" "Florida" 37 2006 20
"298" "Florida" 38 2006 57
"299" "Florida" 39 2006 123
"300" "Florida" 40 2006 77
"301" "Florida" 41 2006 48
"302" "Florida" 42 2006 50
"303" "Florida" 43 2006 88
"304" "Florida" 44 2006 110
"305" "Florida" 45 2006 89
"306" "Florida" 46 2006 84
"307" "Florida" 47 2006 104
"308" "Florida" 48 2006 122
"309" "Florida" 49 2006 123
"310" "Florida" 50 2006 115
"311" "Florida" 51 2006 119
"312" "Florida" 52 2006 69
"313" "Florida" 1 2007 25
"314" "Florida" 2 2007 177
"315" "Florida" 3 2007 148
"316" "Florida" 4 2007 80
"317" "Florida" 5 2007 160
"318" "Florida" 6 2007 510
"319" "Florida" 7 2007 189
"320" "Florida" 8 2007 554
"321" "Florida" 9 2007 362
"322" "Florida" 10 2007 576
"323" "Florida" 11 2007 207
"324" "Florida" 12 2007 275
"325" "Florida" 13 2007 153
"326" "Florida" 14 2007 116
"327" "Florida" 15 2007 112
"328" "Florida" 16 2007 180
"329" "Florida" 17 2007 62
"330" "Florida" 18 2007 179
"331" "Florida" 19 2007 778
"332" "Florida" 20 2007 96
"333" "Florida" 21 2007 121
"334" "Florida" 22 2007 73
"335" "Florida" 23 2007 30
"336" "Florida" 24 2007 61
"337" "Florida" 25 2007 83
"338" "Florida" 26 2007 111
"339" "Florida" 27 2007 43
"340" "Florida" 28 2007 162
"341" "Florida" 29 2007 116
"342" "Florida" 30 2007 51
"343" "Florida" 31 2007 25
"344" "Florida" 32 2007 169
"345" "Florida" 33 2007 123
"346" "Florida" 34 2007 157
"347" "Florida" 35 2007 56
"348" "Florida" 36 2007 73
"349" "Florida" 37 2007 50
"350" "Florida" 38 2007 68
"351" "Florida" 39 2007 73
"352" "Florida" 40 2007 21
"353" "Florida" 41 2007 107
"354" "Florida" 42 2007 47
"355" "Florida" 43 2007 43
"356" "Florida" 44 2007 88
"357" "Florida" 45 2007 222
"358" "Florida" 46 2007 155
"359" "Florida" 47 2007 72
"360" "Florida" 48 2007 120
"361" "Florida" 49 2007 278
"362" "Florida" 50 2007 171
"363" "Florida" 51 2007 124
"364" "Florida" 52 2007 100
"365" "Florida" 1 2008 106
"366" "Florida" 2 2008 230
"367" "Florida" 3 2008 112
"368" "Florida" 4 2008 104
"369" "Florida" 5 2008 364
"370" "Florida" 6 2008 369
"371" "Florida" 7 2008 256
"372" "Florida" 8 2008 215
"373" "Florida" 9 2008 319
"374" "Florida" 10 2008 189
"375" "Florida" 11 2008 306
"376" "Florida" 12 2008 209
"377" "Florida" 13 2008 419
"378" "Florida" 14 2008 83
"379" "Florida" 15 2008 126
"380" "Florida" 16 2008 165
"381" "Florida" 17 2008 214
"382" "Florida" 18 2008 154
"383" "Florida" 19 2008 163
"384" "Florida" 20 2008 364
"385" "Florida" 21 2008 94
"386" "Florida" 22 2008 173
"387" "Florida" 23 2008 102
"388" "Florida" 24 2008 64
"389" "Florida" 25 2008 62
"390" "Florida" 26 2008 34
"391" "Florida" 27 2008 31
"392" "Florida" 28 2008 41
"393" "Florida" 29 2008 46
"394" "Florida" 30 2008 49
"395" "Florida" 31 2008 40
"396" "Florida" 32 2008 54
"397" "Florida" 33 2008 16
"398" "Florida" 34 2008 4
"399" "Florida" 35 2008 16
"400" "Florida" 36 2008 28
"401" "Florida" 37 2008 23
"402" "Florida" 38 2008 57
"403" "Florida" 39 2008 79
"404" "Florida" 40 2008 73
"405" "Florida" 41 2008 13
"406" "Florida" 42 2008 72
"407" "Florida" 43 2008 70
"408" "Florida" 44 2008 136
"409" "Florida" 45 2008 113
"410" "Florida" 46 2008 113
"411" "Florida" 47 2008 185
"412" "Florida" 48 2008 85
"413" "Florida" 49 2008 148
"414" "Florida" 50 2008 128
"415" "Florida" 51 2008 97
"416" "Florida" 52 2008 174
"417" "Florida" 1 2009 118
"418" "Florida" 2 2009 164
"419" "Florida" 3 2009 135
"420" "Florida" 4 2009 386
"421" "Florida" 5 2009 222
"422" "Florida" 6 2009 506
"423" "Florida" 7 2009 424
"424" "Florida" 8 2009 374
"425" "Florida" 9 2009 383
"426" "Florida" 10 2009 453
"427" "Florida" 11 2009 210
"428" "Florida" 12 2009 213
"429" "Florida" 13 2009 55
"430" "Florida" 14 2009 35
"431" "Florida" 15 2009 117
"432" "Florida" 16 2009 118
"433" "Florida" 17 2009 270
"434" "Florida" 18 2009 49
"435" "Florida" 19 2009 94
"436" "Florida" 20 2009 31
"437" "Florida" 21 2009 13
"438" "Florida" 22 2009 71
"439" "Florida" 23 2009 68
"440" "Florida" 24 2009 181
"441" "Florida" 25 2009 133
"442" "Florida" 26 2009 54
"443" "Florida" 27 2009 52
"444" "Florida" 28 2009 27
"445" "Florida" 29 2009 84
"446" "Florida" 30 2009 67
"447" "Florida" 31 2009 43
"448" "Florida" 32 2009 31
"449" "Florida" 33 2009 36
"450" "Florida" 34 2009 48
"451" "Florida" 35 2009 7
"452" "Florida" 36 2009 36
"453" "Florida" 37 2009 49
"454" "Florida" 38 2009 19
"455" "Florida" 39 2009 60
"456" "Florida" 40 2009 58
"457" "Florida" 41 2009 43
"458" "Florida" 42 2009 86
"459" "Florida" 43 2009 88
"460" "Florida" 44 2009 63
"461" "Florida" 45 2009 100
"462" "Florida" 46 2009 77
"463" "Florida" 47 2009 89
"464" "Florida" 48 2009 43
"465" "Florida" 49 2009 20
"466" "Florida" 50 2009 65
"467" "Florida" 51 2009 32
"468" "Florida" 52 2009 134
"469" "Florida" 1 2010 84
"470" "Florida" 2 2010 295
"471" "Florida" 3 2010 205
"472" "Florida" 4 2010 152
"473" "Florida" 5 2010 147
"474" "Florida" 6 2010 179
"475" "Florida" 7 2010 272
"476" "Florida" 8 2010 310
"477" "Florida" 9 2010 287
"478" "Florida" 10 2010 542
"479" "Florida" 11 2010 105
"480" "Florida" 12 2010 324
"481" "Florida" 13 2010 281
"482" "Florida" 14 2010 479
"483" "Florida" 15 2010 178
"484" "Florida" 16 2010 77
"485" "Florida" 17 2010 148
"486" "Florida" 18 2010 108
"487" "Florida" 19 2010 152
"488" "Florida" 20 2010 47
"489" "Florida" 21 2010 135
"490" "Florida" 22 2010 54
"491" "Florida" 23 2010 94
"492" "Florida" 24 2010 145
"493" "Florida" 25 2010 87
"494" "Florida" 26 2010 99
"495" "Florida" 27 2010 12
"496" "Florida" 28 2010 80
"497" "Florida" 29 2010 85
"498" "Florida" 30 2010 117
"499" "Florida" 31 2010 95
"500" "Florida" 32 2010 36
"501" "Florida" 33 2010 39
"502" "Florida" 34 2010 43
"503" "Florida" 35 2010 15
"504" "Florida" 36 2010 65
"505" "Florida" 37 2010 83
"506" "Florida" 38 2010 77
"507" "Florida" 39 2010 13
"508" "Florida" 40 2010 74
"509" "Florida" 41 2010 37
"510" "Florida" 42 2010 58
"511" "Florida" 43 2010 63
"512" "Florida" 44 2010 62
"513" "Florida" 45 2010 126
"514" "Florida" 46 2010 143
"515" "Florida" 47 2010 153
"516" "Florida" 48 2010 39
"517" "Florida" 49 2010 181
"518" "Florida" 50 2010 158
"519" "Florida" 51 2010 216
"520" "Florida" 52 2010 223
"521" "Florida" 1 2011 43
"522" "Florida" 2 2011 139
"523" "Florida" 3 2011 161
"524" "Florida" 4 2011 196
"525" "Florida" 5 2011 365
"526" "Florida" 6 2011 186
"527" "Florida" 7 2011 611
"528" "Florida" 8 2011 493
"529" "Florida" 9 2011 333
"530" "Florida" 10 2011 167
"531" "Florida" 11 2011 539
"532" "Florida" 12 2011 362
"533" "Florida" 13 2011 27
"534" "Florida" 14 2011 190
"535" "Florida" 15 2011 279
"536" "Florida" 16 2011 211
"537" "Florida" 17 2011 121
"538" "Florida" 18 2011 165
"539" "Florida" 19 2011 141
"540" "Florida" 20 2011 111
"541" "Florida" 21 2011 73
"542" "Florida" 22 2011 74
"543" "Florida" 23 2011 323
"544" "Florida" 24 2011 430
"545" "Florida" 25 2011 144
"546" "Florida" 26 2011 19
"547" "Florida" 27 2011 23
"548" "Florida" 28 2011 63
"549" "Florida" 29 2011 83
"550" "Florida" 30 2011 83
"551" "Florida" 31 2011 139
"552" "Florida" 32 2011 61
"553" "Florida" 33 2011 140
"554" "Florida" 34 2011 88
"555" "Florida" 35 2011 46
"556" "Florida" 36 2011 43
"557" "Florida" 37 2011 184
"558" "Florida" 38 2011 53
"559" "Florida" 39 2011 56
"560" "Florida" 40 2011 98
"561" "Florida" 41 2011 25
"562" "Florida" 42 2011 64
"563" "Florida" 43 2011 124
"564" "Florida" 44 2011 84
"565" "Florida" 45 2011 108
"566" "Florida" 46 2011 115
"567" "Florida" 47 2011 75
"568" "Florida" 48 2011 135
"569" "Florida" 49 2011 142
"570" "Florida" 50 2011 105
"571" "Florida" 51 2011 135
"572" "Florida" 52 2011 151
"573" "Florida" 1 2012 263
"574" "Florida" 2 2012 203
"575" "Florida" 3 2012 282
"576" "Florida" 4 2012 196
"577" "Florida" 5 2012 198
"578" "Florida" 6 2012 152
"579" "Florida" 7 2012 210
"580" "Florida" 8 2012 198
"581" "Florida" 9 2012 137
"582" "Florida" 10 2012 230
"583" "Florida" 11 2012 229
"584" "Florida" 12 2012 247
"585" "Florida" 13 2012 276
"586" "Florida" 14 2012 131
"587" "Florida" 15 2012 480
"588" "Florida" 16 2012 26
"589" "Florida" 17 2012 108
"590" "Florida" 18 2012 52
"591" "Florida" 19 2012 145
"592" "Florida" 20 2012 45
"593" "Florida" 21 2012 120
"594" "Florida" 22 2012 86
"595" "Florida" 23 2012 16
"596" "Florida" 24 2012 97
"597" "Florida" 25 2012 86
"598" "Florida" 26 2012 57
"599" "Florida" 27 2012 121
"600" "Florida" 28 2012 63
"601" "Florida" 29 2012 40
"602" "Florida" 30 2012 115
"603" "Florida" 31 2012 75
"604" "Florida" 32 2012 34
"605" "Florida" 33 2012 35
"606" "Florida" 34 2012 38
"607" "Florida" 35 2012 1
"608" "Florida" 36 2012 15
"609" "Florida" 37 2012 36
"610" "Florida" 38 2012 21
"611" "Florida" 39 2012 113
