system:index,NAME,count,imageId,.geo
2002_10_01_00000000000000000000,West Virginia,1,2002_10_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_10_01_00000000000000000001,Florida,509,2002_10_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_10_01_00000000000000000004,Maryland,0,2002_10_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_10_01_00000000000000000008,North Carolina,19,2002_10_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_10_01_0000000000000000000b,Delaware,0,2002_10_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_10_01_00000000000000000015,Georgia,14,2002_10_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_10_01_0000000000000000001b,South Carolina,0,2002_10_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_10_01_00000000000000000034,Virginia,6,2002_10_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_10_01_00000000000000000035,District of Columbia,0,2002_10_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_10_01_00000000000000000016,Alabama,0,2002_10_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_10_01_0000000000000000001d,Tennessee,0,2002_10_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_10_01_00000000000000000021,Kentucky,44,2002_10_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_10_01_0000000000000000002c,Mississippi,0,2002_10_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_10_01_00000000000000000014,Louisiana,89,2002_10_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_10_01_00000000000000000019,Texas,45,2002_10_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_10_01_0000000000000000001c,Oklahoma,265,2002_10_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_10_01_0000000000000000002b,Arkansas,204,2002_10_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_10_01_00000000000000000006,Idaho,137,2002_10_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_10_01_0000000000000000000c,New Mexico,5,2002_10_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_10_01_00000000000000000017,Utah,26,2002_10_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_10_01_0000000000000000001a,Colorado,2,2002_10_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_10_01_0000000000000000001e,Wyoming,32,2002_10_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_10_01_00000000000000000027,Nevada,1,2002_10_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_10_01_0000000000000000002e,Montana,0,2002_10_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_10_01_00000000000000000037,Arizona,15,2002_10_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_10_01_0000000000000000000d,California,185,2002_10_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_10_01_00000000000000000010,Oregon,113,2002_10_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_10_01_00000000000000000013,Washington,692,2002_10_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_10_01_0000000000000000001f,Hawaii,0,2002_10_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_10_01_00000000000000000028,Alaska,0,2002_10_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000022,United States Virgin Islands,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000023,Commonwealth of the Northern Mariana Islands,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000024,Guam,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000029,American Samoa,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000031,Puerto Rico,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000005,Rhode Island,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000007,New Hampshire,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000009,Vermont,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_0000000000000000000a,Connecticut,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000025,Maine,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000033,Massachusetts,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_0000000000000000000e,New Jersey,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000012,Pennsylvania,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000026,New York,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000002,Illinois,68,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_0000000000000000000f,Wisconsin,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000018,Ohio,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_0000000000000000002a,Michigan,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000030,Indiana,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000003,Minnesota,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000011,Nebraska,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000020,North Dakota,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_0000000000000000002d,Missouri,258,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_0000000000000000002f,Kansas,94,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000032,South Dakota,16,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000036,Iowa,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000000,West Virginia,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000001,Florida,821,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000004,Maryland,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000008,North Carolina,54,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_0000000000000000000b,Delaware,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000015,Georgia,223,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_0000000000000000001b,South Carolina,12,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000034,Virginia,3,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000035,District of Columbia,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000016,Alabama,40,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_0000000000000000001d,Tennessee,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000021,Kentucky,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_0000000000000000002c,Mississippi,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000014,Louisiana,92,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000019,Texas,316,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_0000000000000000001c,Oklahoma,358,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_0000000000000000002b,Arkansas,502,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000006,Idaho,148,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_0000000000000000000c,New Mexico,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000017,Utah,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_0000000000000000001a,Colorado,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_0000000000000000001e,Wyoming,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000027,Nevada,15,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_0000000000000000002e,Montana,12,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000037,Arizona,15,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_0000000000000000000d,California,197,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000010,Oregon,187,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000013,Washington,39,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_0000000000000000001f,Hawaii,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01_00000000000000000028,Alaska,0,2002_11_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000022,United States Virgin Islands,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000023,Commonwealth of the Northern Mariana Islands,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000024,Guam,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000029,American Samoa,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000031,Puerto Rico,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000005,Rhode Island,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000007,New Hampshire,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000009,Vermont,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_0000000000000000000a,Connecticut,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000025,Maine,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000033,Massachusetts,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_0000000000000000000e,New Jersey,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000012,Pennsylvania,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000026,New York,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000002,Illinois,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_0000000000000000000f,Wisconsin,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000018,Ohio,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_0000000000000000002a,Michigan,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000030,Indiana,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000003,Minnesota,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000011,Nebraska,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000020,North Dakota,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_0000000000000000002d,Missouri,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_0000000000000000002f,Kansas,38,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000032,South Dakota,40,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000036,Iowa,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000000,West Virginia,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000001,Florida,690,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000004,Maryland,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000008,North Carolina,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_0000000000000000000b,Delaware,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000015,Georgia,1,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_0000000000000000001b,South Carolina,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000034,Virginia,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000035,District of Columbia,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000016,Alabama,48,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_0000000000000000001d,Tennessee,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000021,Kentucky,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_0000000000000000002c,Mississippi,1,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000014,Louisiana,154,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000019,Texas,186,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_0000000000000000001c,Oklahoma,32,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_0000000000000000002b,Arkansas,37,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000006,Idaho,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_0000000000000000000c,New Mexico,20,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000017,Utah,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_0000000000000000001a,Colorado,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_0000000000000000001e,Wyoming,10,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000027,Nevada,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_0000000000000000002e,Montana,131,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000037,Arizona,9,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_0000000000000000000d,California,10,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000010,Oregon,10,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000013,Washington,8,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_0000000000000000001f,Hawaii,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_01_00000000000000000028,Alaska,0,2002_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000022,United States Virgin Islands,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000023,Commonwealth of the Northern Mariana Islands,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000024,Guam,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000029,American Samoa,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000031,Puerto Rico,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000005,Rhode Island,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000007,New Hampshire,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000009,Vermont,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_0000000000000000000a,Connecticut,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000025,Maine,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000033,Massachusetts,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_0000000000000000000e,New Jersey,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000012,Pennsylvania,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000026,New York,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000002,Illinois,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_0000000000000000000f,Wisconsin,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000018,Ohio,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_0000000000000000002a,Michigan,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000030,Indiana,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000003,Minnesota,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000011,Nebraska,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000020,North Dakota,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_0000000000000000002d,Missouri,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_0000000000000000002f,Kansas,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000032,South Dakota,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000036,Iowa,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000000,West Virginia,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000001,Florida,3116,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000004,Maryland,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000008,North Carolina,65,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_0000000000000000000b,Delaware,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000015,Georgia,208,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_0000000000000000001b,South Carolina,14,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000034,Virginia,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000035,District of Columbia,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000016,Alabama,102,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_0000000000000000001d,Tennessee,6,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000021,Kentucky,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_0000000000000000002c,Mississippi,80,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000014,Louisiana,623,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000019,Texas,197,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_0000000000000000001c,Oklahoma,40,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_0000000000000000002b,Arkansas,1,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000006,Idaho,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_0000000000000000000c,New Mexico,20,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000017,Utah,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_0000000000000000001a,Colorado,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_0000000000000000001e,Wyoming,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000027,Nevada,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_0000000000000000002e,Montana,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000037,Arizona,100,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_0000000000000000000d,California,73,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000010,Oregon,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000013,Washington,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_0000000000000000001f,Hawaii,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_01_00000000000000000028,Alaska,0,2003_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000022,United States Virgin Islands,0,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000023,Commonwealth of the Northern Mariana Islands,0,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000024,Guam,0,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000029,American Samoa,0,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000031,Puerto Rico,13,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000005,Rhode Island,0,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000007,New Hampshire,0,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000009,Vermont,0,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_0000000000000000000a,Connecticut,0,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000025,Maine,0,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000033,Massachusetts,0,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_0000000000000000000e,New Jersey,0,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000012,Pennsylvania,0,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000026,New York,0,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000002,Illinois,11,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_0000000000000000000f,Wisconsin,0,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000018,Ohio,0,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_0000000000000000002a,Michigan,0,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000030,Indiana,0,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000003,Minnesota,0,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000011,Nebraska,0,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000020,North Dakota,0,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_0000000000000000002d,Missouri,189,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_0000000000000000002f,Kansas,12,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000032,South Dakota,5,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000036,Iowa,0,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000000,West Virginia,0,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000001,Florida,1693,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000004,Maryland,0,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000008,North Carolina,4,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_0000000000000000000b,Delaware,0,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000015,Georgia,87,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_0000000000000000001b,South Carolina,64,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000034,Virginia,0,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000035,District of Columbia,0,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000016,Alabama,178,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_0000000000000000001d,Tennessee,0,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000021,Kentucky,0,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_0000000000000000002c,Mississippi,79,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000014,Louisiana,47,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000019,Texas,129,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_0000000000000000001c,Oklahoma,234,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_0000000000000000002b,Arkansas,3,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000006,Idaho,0,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_0000000000000000000c,New Mexico,0,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_01_00000000000000000017,Utah,0,2003_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
