system:index,NAME,count,imageId,.geo
2012_12_01_00000000000000000003,Minnesota,0,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_00000000000000000011,Nebraska,1,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_00000000000000000020,North Dakota,0,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_0000000000000000002d,Missouri,0,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_0000000000000000002f,Kansas,0,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_00000000000000000032,South Dakota,0,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_00000000000000000036,Iowa,1,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_00000000000000000000,West Virginia,0,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_00000000000000000001,Florida,764,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_00000000000000000004,Maryland,0,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_00000000000000000008,North Carolina,1,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_0000000000000000000b,Delaware,0,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_00000000000000000015,Georgia,28,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_0000000000000000001b,South Carolina,10,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_00000000000000000034,Virginia,0,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_00000000000000000035,District of Columbia,0,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_00000000000000000016,Alabama,17,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_0000000000000000001d,Tennessee,8,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_00000000000000000021,Kentucky,1,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_0000000000000000002c,Mississippi,37,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_00000000000000000014,Louisiana,437,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_00000000000000000019,Texas,380,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_0000000000000000001c,Oklahoma,0,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_0000000000000000002b,Arkansas,0,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_00000000000000000006,Idaho,0,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_0000000000000000000c,New Mexico,0,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_00000000000000000017,Utah,0,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_0000000000000000001a,Colorado,0,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_0000000000000000001e,Wyoming,0,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_00000000000000000027,Nevada,0,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_0000000000000000002e,Montana,0,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_00000000000000000037,Arizona,0,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_0000000000000000000d,California,0,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_00000000000000000010,Oregon,0,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_00000000000000000013,Washington,0,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_0000000000000000001f,Hawaii,0,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_01_00000000000000000028,Alaska,0,2012_12_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000022,United States Virgin Islands,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000023,Commonwealth of the Northern Mariana Islands,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000024,Guam,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000029,American Samoa,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000031,Puerto Rico,13,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000005,Rhode Island,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000007,New Hampshire,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000009,Vermont,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_0000000000000000000a,Connecticut,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000025,Maine,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000033,Massachusetts,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_0000000000000000000e,New Jersey,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000012,Pennsylvania,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000026,New York,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000002,Illinois,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_0000000000000000000f,Wisconsin,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000018,Ohio,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_0000000000000000002a,Michigan,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000030,Indiana,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000003,Minnesota,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000011,Nebraska,68,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000020,North Dakota,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_0000000000000000002d,Missouri,13,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_0000000000000000002f,Kansas,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000032,South Dakota,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000036,Iowa,27,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000000,West Virginia,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000001,Florida,1914,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000004,Maryland,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000008,North Carolina,62,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_0000000000000000000b,Delaware,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000015,Georgia,1389,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_0000000000000000001b,South Carolina,438,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000034,Virginia,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000035,District of Columbia,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000016,Alabama,18,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_0000000000000000001d,Tennessee,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000021,Kentucky,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_0000000000000000002c,Mississippi,80,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000014,Louisiana,183,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000019,Texas,484,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_0000000000000000001c,Oklahoma,116,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_0000000000000000002b,Arkansas,1,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000006,Idaho,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_0000000000000000000c,New Mexico,2,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000017,Utah,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_0000000000000000001a,Colorado,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_0000000000000000001e,Wyoming,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000027,Nevada,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_0000000000000000002e,Montana,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000037,Arizona,100,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_0000000000000000000d,California,14,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000010,Oregon,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000013,Washington,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_0000000000000000001f,Hawaii,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_01_00000000000000000028,Alaska,0,2013_01_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000022,United States Virgin Islands,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000023,Commonwealth of the Northern Mariana Islands,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000024,Guam,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000029,American Samoa,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000031,Puerto Rico,93,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000005,Rhode Island,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000007,New Hampshire,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000009,Vermont,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_0000000000000000000a,Connecticut,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000025,Maine,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000033,Massachusetts,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_0000000000000000000e,New Jersey,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000012,Pennsylvania,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000026,New York,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000002,Illinois,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_0000000000000000000f,Wisconsin,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000018,Ohio,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_0000000000000000002a,Michigan,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000030,Indiana,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000003,Minnesota,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000011,Nebraska,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000020,North Dakota,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_0000000000000000002d,Missouri,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_0000000000000000002f,Kansas,8,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000032,South Dakota,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000036,Iowa,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000000,West Virginia,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000001,Florida,1947,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000004,Maryland,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000008,North Carolina,26,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_0000000000000000000b,Delaware,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000015,Georgia,400,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_0000000000000000001b,South Carolina,129,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000034,Virginia,2,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000035,District of Columbia,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000016,Alabama,243,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_0000000000000000001d,Tennessee,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000021,Kentucky,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_0000000000000000002c,Mississippi,201,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000014,Louisiana,215,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000019,Texas,346,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_0000000000000000001c,Oklahoma,20,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_0000000000000000002b,Arkansas,15,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000006,Idaho,8,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_0000000000000000000c,New Mexico,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000017,Utah,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_0000000000000000001a,Colorado,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_0000000000000000001e,Wyoming,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000027,Nevada,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_0000000000000000002e,Montana,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000037,Arizona,4,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_0000000000000000000d,California,51,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000010,Oregon,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000013,Washington,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_0000000000000000001f,Hawaii,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_00000000000000000028,Alaska,0,2013_02_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000022,United States Virgin Islands,0,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000023,Commonwealth of the Northern Mariana Islands,0,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000024,Guam,0,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000029,American Samoa,0,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000031,Puerto Rico,29,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000005,Rhode Island,0,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000007,New Hampshire,0,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000009,Vermont,0,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_0000000000000000000a,Connecticut,0,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000025,Maine,0,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000033,Massachusetts,0,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_0000000000000000000e,New Jersey,0,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000012,Pennsylvania,0,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000026,New York,0,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000002,Illinois,394,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_0000000000000000000f,Wisconsin,21,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000018,Ohio,1,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_0000000000000000002a,Michigan,0,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000030,Indiana,9,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000003,Minnesota,0,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000011,Nebraska,0,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000020,North Dakota,0,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_0000000000000000002d,Missouri,101,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_0000000000000000002f,Kansas,33,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000032,South Dakota,0,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000036,Iowa,56,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000000,West Virginia,0,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000001,Florida,3080,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000004,Maryland,0,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000008,North Carolina,244,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_0000000000000000000b,Delaware,0,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000015,Georgia,1295,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_0000000000000000001b,South Carolina,906,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000034,Virginia,5,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000035,District of Columbia,0,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000016,Alabama,769,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_0000000000000000001d,Tennessee,5,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000021,Kentucky,19,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_0000000000000000002c,Mississippi,516,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000014,Louisiana,340,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000019,Texas,390,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_0000000000000000001c,Oklahoma,631,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_0000000000000000002b,Arkansas,952,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000006,Idaho,31,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_0000000000000000000c,New Mexico,10,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000017,Utah,0,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_0000000000000000001a,Colorado,0,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_0000000000000000001e,Wyoming,0,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000027,Nevada,11,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_0000000000000000002e,Montana,0,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000037,Arizona,0,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_0000000000000000000d,California,0,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000010,Oregon,0,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000013,Washington,57,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_0000000000000000001f,Hawaii,0,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_01_00000000000000000028,Alaska,0,2013_03_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_00000000000000000022,United States Virgin Islands,0,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_00000000000000000023,Commonwealth of the Northern Mariana Islands,0,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_00000000000000000024,Guam,0,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_00000000000000000029,American Samoa,0,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_00000000000000000031,Puerto Rico,0,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_00000000000000000005,Rhode Island,0,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_00000000000000000007,New Hampshire,0,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_00000000000000000009,Vermont,0,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_0000000000000000000a,Connecticut,0,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_00000000000000000025,Maine,0,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_00000000000000000033,Massachusetts,0,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_0000000000000000000e,New Jersey,0,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_00000000000000000012,Pennsylvania,0,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_00000000000000000026,New York,0,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_00000000000000000002,Illinois,6,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_0000000000000000000f,Wisconsin,0,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_00000000000000000018,Ohio,0,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_0000000000000000002a,Michigan,0,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_00000000000000000030,Indiana,0,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_00000000000000000003,Minnesota,82,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_00000000000000000011,Nebraska,0,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_00000000000000000020,North Dakota,91,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_0000000000000000002d,Missouri,25,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_0000000000000000002f,Kansas,1,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_00000000000000000032,South Dakota,47,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_00000000000000000036,Iowa,1,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_00000000000000000000,West Virginia,0,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_00000000000000000001,Florida,738,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_00000000000000000004,Maryland,0,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_00000000000000000008,North Carolina,21,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_0000000000000000000b,Delaware,0,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_00000000000000000015,Georgia,94,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_0000000000000000001b,South Carolina,14,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_00000000000000000034,Virginia,33,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_00000000000000000035,District of Columbia,0,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_00000000000000000016,Alabama,33,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_0000000000000000001d,Tennessee,2,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_00000000000000000021,Kentucky,4,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_01_0000000000000000002c,Mississippi,34,2013_04_01,"{""type"":""MultiPoint"",""coordinates"":[]}"
